# Forces            
# CofR              : (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
# Time              forces(pressure viscous porous)	moments(pressure viscous porous)
1.695               	((-2.008037923724e+00 -1.488359664788e+01 -2.392949256861e-19) (-5.062100040374e-02 -9.805863913933e-02 -4.367702085326e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.408664061028e-18 1.899133320433e-18 -1.053138684606e+02) (-2.408333198641e-17 4.236662580566e-17 -5.452010694509e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.7                 	((-1.229140524489e+00 -1.711854372914e+01 1.674559767637e-19) (4.369027109620e-02 -9.433240871429e-02 -5.840592170299e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.006128628738e-18 -1.285185585213e-18 -1.270406173538e+02) (-3.344523717595e-17 5.597105201525e-17 -1.062875903473e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.705               	((-1.967087257507e-01 -1.805475413341e+01 7.153546117017e-20) (1.195902452474e-01 -7.293851485889e-02 -6.344712592290e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((4.353508481476e-19 -4.887206005519e-19 -1.404314353531e+02) (-3.758236675325e-17 5.845690127017e-17 -1.344732898557e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.71                	((7.729241420300e-01 -1.659736505652e+01 6.612899011715e-21) (1.567879776915e-01 -3.304476400467e-02 5.629324584933e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((2.846213149484e-20 3.098223742583e-20 -1.351682370396e+02) (3.440254667782e-17 -4.931088603398e-17 -1.252880653188e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.715               	((1.246759296091e+00 -1.250106485415e+01 -1.008999347688e-19) (1.473041605524e-01 1.597205606910e-02 7.845666615575e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-6.163947723044e-19 7.201501608797e-19 -1.066009639825e+02) (4.940532481503e-17 -7.185252128246e-17 -8.023495842055e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.72                	((1.009412827438e+00 -6.750273958909e+00 -7.301520965143e-20) (9.771884752371e-02 6.184096033887e-02 4.373825873152e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-4.459079522622e-19 5.403167402003e-19 -6.089103269537e+01) (2.768902449349e-17 -3.644771662471e-17 -1.216268583662e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.725               	((2.466613348609e-01 -1.027268424834e+00 1.658546323441e-20) (2.460359810877e-02 9.816498288929e-02 -2.433587978047e-22) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((9.176243895995e-20 -7.745171864259e-20 -1.205814429295e+01) (7.748858863378e-19 -4.873825633585e-18 6.438128740094e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.73                	((-6.589186587125e-01 3.527466967000e+00 -3.037645565642e-20) (-5.145443705473e-02 1.226630130663e-01 7.805170756958e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.735848894245e-19 1.387937858811e-19 2.884434196012e+01) (5.337335120671e-17 -7.605794420068e-17 1.349670161709e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.735               	((-1.391656609206e+00 6.604231837851e+00 3.376544077933e-19) (-1.171708303659e-01 1.254252456296e-01 -3.826561250335e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((2.115427957089e-18 -2.424712614643e-18 5.751257366870e+01) (-2.571397867140e-17 3.558463891457e-17 1.815253341929e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.74                	((-1.830400182165e+00 8.572183479250e+00 -6.871175617235e-20) (-1.611320094171e-01 1.158613341965e-01 5.988620121801e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-3.696220948412e-19 1.842899291526e-19 7.589148574445e+01) (3.928066406069e-17 -5.109957616403e-17 2.039945739531e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.745               	((-1.985008764112e+00 1.003018856685e+01 2.634242335780e-19) (-1.793486201306e-01 1.044847905428e-01 -8.026266831143e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.645189528265e-18 -1.885129765542e-18 8.838518999340e+01) (-5.262155296000e-18 6.773417317889e-18 2.073917706007e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.75                	((-1.932520574464e+00 1.164831562563e+01 1.973071271492e-19) (-1.649827632058e-01 9.878320762752e-02 2.248873136245e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.188260013774e-18 -1.151043146142e-18 1.003944517446e+02) (1.628952860024e-17 -2.903488925187e-17 1.937011712184e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.755               	((-1.689051379344e+00 1.392276609942e+01 -2.405917811350e-19) (-1.170032197443e-01 9.534194196552e-02 -2.242596516495e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.532268115074e-18 2.072743798123e-18 1.158804715255e+02) (-1.425455216397e-17 1.875843312551e-17 1.593893941311e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.76                	((-1.170814320386e+00 1.736130855544e+01 2.175500870042e-19) (-3.677126791045e-02 8.447831123554e-02 1.125766802484e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.341268950998e-18 -1.554704099005e-18 1.385571433668e+02) (6.789576109054e-18 -7.327608741737e-18 9.864398833008e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.765               	((-1.297376877566e-01 2.164327565563e+01 -1.874735559327e-19) (6.803015619333e-02 6.020803070804e-02 8.985659483480e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.141987383796e-18 1.564148618962e-18 1.649641757975e+02) (5.438411361362e-17 -8.303376622636e-17 1.289802038179e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.77                	((1.524468414666e+00 2.539115370007e+01 -7.583840423000e-20) (1.765821426150e-01 1.476014179040e-02 1.525727385395e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-4.521592365406e-19 6.077373921866e-19 1.842691419405e+02) (8.614870112627e-18 -1.835798616248e-17 -9.003830015235e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.775               	((3.404917753665e+00 2.666314535269e+01 2.415665541976e-19) (2.564216003908e-01 -5.010905120756e-02 -1.086868493437e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.449423186352e-18 -1.826457502098e-18 1.839348975158e+02) (-9.237979746199e-19 -1.917118880378e-18 -1.887778314193e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.78                	((4.707635664888e+00 2.415582855158e+01 -6.081577528744e-19) (2.759839875421e-01 -1.221782615276e-01 -3.716344719260e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-3.545071752734e-18 4.762218324752e-18 1.584222650077e+02) (-2.605026620478e-18 2.564211448842e-19 -2.562917618792e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.785               	((4.527237264807e+00 1.740509544066e+01 1.772649698219e-19) (2.240407391075e-01 -1.842147744525e-01 4.666606865153e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.009391038459e-18 -1.441835047418e-18 1.087057139010e+02) (2.358547317516e-17 -4.468195119789e-17 -2.746063564512e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.79                	((2.620333647186e+00 7.883477013712e+00 -1.613062307394e-19) (1.201200463086e-01 -2.238609351324e-01 8.287975144539e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-8.977053734789e-19 1.284414001885e-18 4.695102013838e+01) (4.324807852729e-17 -7.378422865167e-17 -2.473484399234e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.795               	((-1.356306280952e-01 -1.423698887869e+00 -5.698037106602e-20) (5.441841969279e-03 -2.449295576943e-01 -3.081436725966e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-3.219845161161e-19 4.384854278688e-19 -8.812256996354e+00) (-1.820617789356e-17 2.202009636692e-17 -2.014616064001e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.8                 	((-2.522020346060e+00 -8.280341300489e+00 8.183577354394e-19) (-8.007703354646e-02 -2.446476417740e-01 6.319716013536e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((4.426415702180e-18 -6.750868548240e-18 -4.810992638719e+01) (3.352448520800e-17 -5.464986357687e-17 -1.555057487278e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.805               	((-3.961045984357e+00 -1.252343866195e+01 -1.881626897832e-19) (-1.267902793192e-01 -2.345179288128e-01 -7.954471641064e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.181266769284e-18 1.200445520316e-18 -7.302068801405e+01) (-4.604241390446e-18 6.463133360157e-18 -1.234707131789e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.81                	((-4.532067087902e+00 -1.545479209000e+01 2.987147492457e-19) (-1.267056826608e-01 -2.212948331845e-01 -1.270407834751e-17) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.616983530183e-18 -2.427109420740e-18 -9.272644799681e+01) (-6.726483013158e-17 1.086347476210e-16 -1.145045658377e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.815               	((-4.597447307693e+00 -1.875141644988e+01 -1.561637856012e-19) (-8.681705243093e-02 -2.110011516610e-01 -5.568728155582e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-7.836065040280e-19 1.524531576593e-18 -1.179391180771e+02) (-3.046865641480e-17 4.742760996680e-17 -1.295274998386e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.82                	((-4.033860667257e+00 -2.311035169621e+01 -1.043340159094e-18) (-9.901493647359e-03 -2.092318443565e-01 -6.388956455500e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-5.809703493389e-18 9.095757037750e-18 -1.541655691382e+02) (-3.161718882955e-17 7.049366033247e-17 -1.731348905014e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.825               	((-2.563305658116e+00 -2.865957749458e+01 9.109562857717e-20) (1.069552200215e-01 -2.032751847258e-01 -3.193872155014e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((5.103599258737e-19 -8.090832272063e-19 -2.037280806606e+02) (-1.882458872260e-17 2.463530367050e-17 -2.376258731531e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.83                	((-4.960367658141e-02 -3.516720306222e+01 -6.793920928952e-20) (2.609429531765e-01 -1.720739582629e-01 1.501226849157e-17) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-3.962860906015e-19 6.160268388431e-19 -2.666149444144e+02) (8.956504863565e-17 -1.387481308915e-16 -3.054268643067e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.835               	((3.335856028309e+00 -3.987765294675e+01 3.526053626231e-19) (4.151137331150e-01 -1.000233143336e-01 4.029356608357e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((2.137475287585e-18 -2.411678365697e-18 -3.220783790670e+02) (2.526316897256e-17 -3.797218274173e-17 -3.438956955838e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.84                	((6.158071176259e+00 -3.781971295833e+01 1.451107516485e-19) (5.042678113803e-01 1.325310342414e-02 3.164166304921e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((8.467526693247e-19 -8.808482335030e-19 -3.238002176072e+02) (4.279516699637e-19 7.618882274447e-18 -3.123864048196e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.845               	((6.275000095201e+00 -2.695164451802e+01 2.495470907293e-19) (4.733187674203e-01 1.336208858467e-01 -1.022365372603e-17) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.799156764904e-18 -2.564379640607e-18 -2.424828968738e+02) (-6.741895096259e-17 8.603988824592e-17 -2.007252872707e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.85                	((3.111931421884e+00 -1.075726956069e+01 -4.483633404895e-20) (3.351035121041e-01 2.356059294903e-01 4.388033580220e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-2.966488260971e-19 3.539525075082e-19 -1.004331731704e+02) (2.964650105089e-17 -3.770116363635e-17 -3.208116547654e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.855               	((-1.714574408552e+00 5.135574532941e+00 2.975679340822e-19) (1.544894817966e-01 3.086892148167e-01 6.980492730584e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.844617577158e-18 -1.961089616328e-18 5.010445875642e+01) (5.098545964688e-17 -6.878797622998e-17 1.453209992583e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
